Title,reviews,stars
Felix Great service always,They were very friendly and helpful there are some people in this world that actually give us Vietnam veterans respect,5
I had a great experience with the…,Great folks to work with. They help you every step of the way !!,5
Tara and Monica were very sweet as we…,Most helpful I know. I've always been able to rely on them. Nice folks.,5
Great service!,This location is the best! They have a great of people there. They have been there for me every time I’ve need them. I highly recommend you go to them when in need of financial assistance!,5
Been trying to refinance my loan since…,Very helpful and understand the whole staff is nice and friendly,1
I've been with southern loan's for…,The ladies that work in this office location are amazing. They are very courteous and they will help you in any way that they can if possible. The level of professionalism is outstanding. I was there one day and another customer became rude to the employee and she maintained her composure with the customer. The manager was apologetic to the customer and did everything she could to help this customer resolve the problem. The ladies in this office truly are remarkable.,5
Fast & Friendly,"Great staff, I had a problem that came up suddenly I called and spoke with the manager and she made the situation so simple and painless and the money arrived in my account the next day. Thank you for great service. Sorry I wasn’t able to remember her name but I think it’s Lindsey in Montgomery,Ala",5
Awsome service great employees,"I received a call about 3 wks ago from covington to see if I needed a loan but I didn't, but when I did need one they put everything together fast and that day I received my money very easy plus Tiffany and Christa was awesome and great time. Thanks",5
Excellent service,Awesome service as always.  All the staff that works at my branch are great and very helpful. They deserve to be recognized very well in the work that they do,5
I Love the staff at Quick Credit,"The girls at Covington credit in Gadsden are so sweet and helpful. In a world that seems to be losing the importance of customer service, it's good to know there are companies like Covington that still make professionalism and courtesy a part of their service.",5
Kayla was very nice and helpful,Love it the best when I need a loan I got thanks,5
My experience has always been great…,Tour staff in the Alcoa office is the best. Always friendly and ready to help out. Each time I have called or been to the office I am treated with courtesy and respect. Those ladies are the BEST. KUDO'S for making life easy for me because of your wonderful staff.,5
I had a wonderful experience,Customer service was amazing. Kyla got me the funds I needed and I was in there no longer than 15 mins thank you so much,5
Excellent service very satisfied,When everyone else turn me down when I was in need of help this company came through for me. Thank you for always being so kind and professional,5
