name,reviews,stars
lucille raysor,"The ladies were so kind and and helpful.  They explained to me the different kinds of information about my loan.  They apologized about the wait and did all they could do to expedite matters in getting my money (check) to me.  Even though I was not able to get approved for the amount of money I needed to satisfy my financial situation, I was relieved that OneMain Financial was able to get me approved for some of the money I need. Thanks so much for the kindness!",5
Debbie,Lisa was AMAZING! Very helpful throughout the process!,5
Lisalynnd123 ,I just feel like I'm paying way to much money for the price of the car. By the time I pay it off I might get ¼ what I paid for it. 17.99 apr is absurd. I just feel like financial company takes advantage of people that are starting off with fair credit. Thank the Lord I paid the extra for the factory type warranty because the vehicle I bought is already giving me issues.,5
Gisela Drijas Perez,Cameron was fantastic.  Great customer service.,5
Sharon,"Easy as cake. Simple, sign here, sign here, sign here, and within 1 hour. Within 1 hour I got my funds into my account. Couldn't be happier",5
Lucretia,The Pinellas One Main Financial office provided excellent customer care.  The process was fast and transparent and the rates competitive.   Thank you Drew and team for providing such great service!,5
Josette Bates,"I am very pleased with one main. The staff is always friendly, courteous and professional. They make it easy to get a loan. the process is very smooth. I am very happy with One Main Financial.",5
Terry,Great experience only took about a week to process my loan people were nice,5
Anthony Reaves,Professional and excellent customer Service,5
Iona Dunn,"Because we maybe had an inexperienced loan officer working with us, there was a great deal of back-and-forth communication. She was still helpful and apologized and recognized her mishaps, but it could have gone so much smoother if maybe she had known more about what to look for in the final details in the paperwork; that would have saved us a lot of time and a lot less stress. In the end, everything turned out great, and she was still helpful; she also acknowledged her mistakes and apologized for them.",3
Billy Jackson Stone,I needed money very quickly and one Main got it for me the next day they are very friendly and helpful I would recommend them to anyone,5
Jeremy,"They were  very friendly, Both ladies made me feel welcome . Young  lady that did the application for us ,Thank You.",5
Julian Atencio Jr,You'll were very helpful and the process was easy and convenient.  Thank you.,5
Helen Smith,Sam was very helpful and so was the others.I would definitely recommend One main to everyone.,5
Mrs Allison,"I was happy with the service, staff was courteous.  Process was easy.  Facility was clean.",1
Sabrina Clark,"It was so easy, I will be dealing with the same ladyThat helped me the first time, very sweet v",5
Robert Elder,"Thanks for the help, I caught up on my Bill's , thanks for one main financial help.",5
Kip Williamson,It was great glad my father in law jereme Hutchinson told me about yaw,5
Anonymous,From start to finish the Onemain professional was efficient kind courteous well knowledged made this a very comfortable experience,5
Kewana,The customer care services was pleasant the representative take time going through my application despite my language barrier.,5
William Loving,Ez and faster  Then I expected,5
Ramon Paniagua Ii,Easy and every helpful. I would recommend one main to all my friends.,5
Sherena Timmons,Very prompt. Easy to understand.  I am also excited about the financial tools provided by your company!,5
Lisa Oneal,Thank u so much Miranda was very nice she went above and beyond to help me she was amazing I would recommend onemain financial to everyone. Thank u again please give Miranda 10 stars for me lol,5
Malick Mitchell,Very helpful and talked me through every step of the process,5
Sheri Mingo,Its was a good experience just very stressful with us living a distance from the office. I would recommend anyone to use them. We are pleased at the moment with them. Very helpful very informative and walked us thru everything.,5
Franklin Nelson Jr,"Thanks for everything that you guys have done for us in the past 18 years, love OneMain Financial",4
Kenneth Mutcherson,As always was informative and friendly with all the information that's required.,5
Janet P,"Great experience as always, Angie is always on top of things and great to deal with! Quick and simple!",5
Kazaan Helmandollar,Great experience.  Easy and professional process. Bianca in the Pembroke Pines office was very helpful.  Highly recommend One Main.,5
