Title,reviews,stars,sentiment
My credit is bad,"The customer service representative was pleasant, and professional, and I was very satisfied with her customer service. And I just really appreciate the pleasant, professional and satisfying experience.",5,1
Money,Quickly resolved my issue in a friendly manner,5,1
I want to thank cash USA for helping me…,My problem was solved. I didn't have to wait for someone too get back to me. Doris was very helpful.,5,1
Thank you,"Excellent app for borrowing I would not go above 250 personally and only in extreme situations generally I will not borrow more than 150 I always pay it back in a week, keeping it any longer than a week is unwise because it charges by the day.",5,1
The service was grade A.,My experiences with CashNet have always been great. No complaints whatsoever.,5,1
CashNet USA Thanks!,Was very helpful would recommend them to anyone if they needed a loan thank you,5,1
Provided the cash I needed when I…,Kemmell is awesome and has amazing customer service skills at CASHNETUSA!,5,1
Always here when I need,"Not as easy as I thought maybe because I was filling out application on a Smartphone.  Otherwise, It was great to have Michaela help me along with the process.",5,1
Great!!!!,They always come through when I need them the most. Thank you Cash Net,5,1
All my questions where answered with…,I've used many payday services and this is the only service that offers promo code discounts. The staff is courteous and professional and understanding to my needs.,5,1
Very friendly & helpful staff,I have borrowed money from this company before and they will work with you and they're very considerate not like some other companies that will not even work with you Cash Net has saved me more than once they're a great company to work with thank you so much CashNet,5,1
Was easy and the customer service folks…,I have been in a bad situation due to covid and Cash Net USA was a tremendous help.Thank You.  Dian Baskin,5,1
Great Experience,Quick and efficient,5,1
Got my cash when expected with quick…,I have had a good experience with cashnet USA. Thank you,5,1
Great people great customer service,Made sure no further escalation was needed.,5,1
Outstanding service !,i love you cashnet,5,1
👍👍👍,"I’m not fan of payday loans because of the high interest rates they apply but, this company is the best! The rates are low and they can accommodate you if you need a little more time to pay the loan off without hidden fees. All of the customer service reps are extremely kind and professional.",5,1
I was in need of some emergency money…,"Very professional, informative and handled my loan approval process immediately!",5,1
Best one to use to help in hard times…,What a great service that you can't find.  I am so impressed  if you want a great service.  Deal with this company,5,1
Straight forward,Great work  and when I needed help they came thru to help,5,1
Every thing was great!!!,They're always fast and extremely easy. Plus they don't charge you ridiculous amounts to borrow money like other payday loan services.,5,1
Great,Very helpful,5,1
Very professional and service was good…,"Had an issue with making payment due to illness, very good customer service and Kimberly did all she could to help me",4,1
Your service are great when I need…,CashNet is Great and handled an issue I had with professionalism,5,1
Awesome always,Helpful when money got tight. The cash draws are a plus.,5,1
Actually I was surprised at how easy it…,Don’t like them at all . Wish I never got a loan from them . This has been a nightmare . Paying off my loan in full in two weeks !!,5,1
Amazing!,This y’all solve my problem can I get more loans from y’all,5,1
Easy and fast!,"Great customer service, thanks. mc",5,1
Cash net usa and devita very good…,Tia was a Great help great customer service,5,1
good,EXCELLENT COMPANY!,5,1
Good place to do business.,Super happy!,4,1
Great customer service,It's good to know that you are here for everyone best interest and you explain clearly what a person may be getting into when they sign up with you you are very easy and playing and clear about your policies,5,1
Helpful and friendly,Ms. Linda was soooo sweet and answered all my questions !,5,1
Linda was nice and courtesy,Fast customer service to solve all your problems.,4,1
Awesome service,Always loan when I need emergency funds and payment is easy too,5,1
Robinette was very helpful,No problem with the company.,5,1
They always help me when I need it,EXCELLENT Do over from past experiencies!,5,1
Excellent and prompt service,"Very helpful, courteous and professional",5,1
Sorry this is over the top for me..,I'm not very tech savvy. Got quite confused with the application process. Called and talk to a very helpful lady named Whitney. She eased my mind. Solved my problems. And was very polite and professional. Thanx Whitney,5,1
Cash Net USA is a good transparent…,Great customer service n communication skills.,5,1
Melody was awesome!,They approve you on the spot no wait time,5,1
I cant get a loan because i r ready…,I was having problems with my bank info and had all the answers immediately,5,1
Great experience,"Very courtesy, respectful and knowledgeable agents who takes time explaining and put the customer first.",5,1
Great service and company.,They are very helpful and there when you need them,5,1
